business_id;cool;date;funny;review_id;stars;useful;impacto;compliment_cool;compliment_cute;compliment_funny;compliment_hot;compliment_list;compliment_more;compliment_note;compliment_photos;compliment_plain;compliment_profile;compliment_writer;fans;user_id;reviews_user;useful_user;funny_user;cool_user;friends_count;elite_score;avg_stars_user;name;categories;city
z38AL1If2XDQhxh3Ioan3A;0;12/04/2014 21:47;0;NjCsHpKn47AEAYT5WhcGPw;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;vHoNWpS-OYkIB0muI6PcDQ;15;10;5;3;1;0.0;3.6;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;23/10/2019 03:43;0;5NcTX0qe4nk0AGCP27EBTg;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GvWVhkap5dg9FIX6FeTqPQ;1;0;0;0;1;0.0;1.0;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;04/10/2019 05:23;0;7OrQWQd4W92KiOUlz5Jv5Q;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;xaVmVE4WaRBvFU2xYvLr7g;3;0;0;0;1;0.0;1.0;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;18/10/2014 20:00;0;eujRhnhtKSc7Ke7cLDU-vQ;5.0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;97vyIGzeKtZZkMwkcm_NjQ;7;5;0;0;1;0.0;4.14;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;27/09/2015 02:55;0;MJmFGjJLSmpWu9isPQnEbQ;1.0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Xb-dGi0iPSNz4qtEDLm8Sw;138;74;13;21;4;0.0;3.81;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;16/03/2017 14:50;0;LkJPU_i7TaLa4ucGhwDWKw;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9X-LHyICzqUttP7kdFc-ug;18;6;1;0;1;0.0;4.0;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;2;08/02/2018 03:36;1;_KA9aNYwJ-Kdwd-SYb1nlQ;3.0;3;6;66;2;66;162;1;5;10;47;47;3;19;48;QbDJB-4XAxn3BGwi6Rrzjw;739;3327;1657;2692;190;5.0;4.22;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;16/12/2018 22:12;0;SkypWTTVva4A4uk2BP64Dg;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cRQgO_upGh_yZ96cStepIQ;22;9;2;3;2;0.0;4.08;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;28/02/2014 06:14;0;t00fPYzzUy7Z8hfM8yNg8A;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#NOME?;8;1;2;1;231;0.0;3.56;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;01/11/2016 04:47;0;5WVp80IW57Z20sx7760cqg;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;JSXnQtXpM8lozIInriK3lQ;4;4;5;2;1;0.0;2.0;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;06/04/2019 07:25;0;ucjSGp9vLWu3zX90X5epXw;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5gqwWZP0gTbgUhcwgaSozw;9;2;0;0;1;0.0;2.6;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;1;02/08/2017 16:02;1;TczHGkcv3gU3UIG4SuS-Xw;1.0;4;6;0;0;0;0;0;0;5;2;1;0;0;0;CCMEDf9fhsmQLZQhDWrIzQ;8;11;8;7;103;0.0;1.5;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;12/01/2018 01:22;0;fDsVmVLriVJhraHq4RXV0w;3.0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;ASQekmiZWi4bd_Fy18MrrA;8;7;1;1;38;0.0;2.22;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;24/04/2019 01:29;0;SBkTgxB2y9v__yLfLgAmXw;1.0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;ASQekmiZWi4bd_Fy18MrrA;8;7;1;1;38;0.0;2.22;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;31/05/2013 01:52;0;GPz3gfIX4Ld16g8a_SI9eQ;5.0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;tVoHSgASy73W1bV5fgyYdQ;11;41;6;1;1;0.0;3.0;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;25/03/2019 05:28;0;Er0EeLYiQT6YuvxL-2OneQ;1.0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;nSYyQ9_qSqbc6FcNPWnVlQ;2;1;0;0;1;0.0;3.0;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;16/04/2016 09:57;0;p7gYiDifMr2E_c1IcOuBIQ;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1RfYkPg_zadobGQyGvv_sA;30;37;0;4;99;0.0;3.13;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;03/06/2019 03:52;0;z4i8hz5P6NnDu2LebIR-oQ;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;#NOME?;11;6;5;2;120;0.0;3.15;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;05/02/2018 21:36;0;ORCQaHk7PRfxIxQGwKoWvA;1.0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;rgQoFSGAhkvXPTvw6xxEtg;9;10;0;1;50;0.0;3.56;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;26/03/2019 02:58;0;8EDN9ZWvMf-WCvkiEqb8iQ;1.0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;Bz6MX1u3VMl9H2EgsaBGRw;6;1;0;0;1;0.0;3.0;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;3;15/02/2016 05:43;5;KQtS1N2jXgRiHNRlNyyOMA;4.0;4;12;1184;12;1184;496;14;80;366;598;864;171;466;129;6jz_Yr6_AP2WWLbj9gGDpA;1254;7487;5310;5749;315;6.7;3.81;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;13/03/2018 01:28;0;93TQEBBT3bfONpZgy0nV-A;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;QKxtzby00vHFZ6_iUM1zmw;14;1;0;0;1;0.0;3.94;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;26/12/2012 15:52;0;KcW4dybutuiH-Tvrg8XDdg;4.0;0;0;97;2;97;53;0;13;57;4;117;2;19;57;UG4EKu13JRwzRix6ESINdg;1138;2618;1149;1537;925;6.5;3.62;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;10/07/2014 22:49;0;NtZwIqyOPCcKzYXTKT8bEA;3.0;0;0;0;0;0;0;0;0;2;2;2;0;0;1;UwTt6TzEP8Ae1g9KEEKccA;53;94;19;16;3;0.0;2.76;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;20/02/2018 02:55;1;d91SbL5Gz02mugcIfAtNjg;1.0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;x03BvSgrnznsqqhnMtw58Q;7;11;2;1;18;0.0;2.71;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;12;01/03/2019 02:16;6;f-LEUZQdpiRKWq5eWJuZsw;3.0;15;33;2349;11;2349;809;19;53;555;391;8362;29;405;290;gVO3VZwCu54Otc7bUB33Mg;1266;14521;6121;13463;1651;6.2;4.29;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;28/10/2018 06:43;0;J0uwZeb8ZUpANvJiQaHQQA;1.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;ksNtSIfSsKWhKyvVkuLKoA;48;22;5;8;95;0.0;3.39;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;08/06/2019 04:42;0;X9fdAfBMkAsyZWCp9LRj5Q;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6wkxMuGcaBjq6HKyOrvy2A;6;1;1;0;1;0.0;4.33;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;03/11/2016 21:55;0;0adEYf-VLdLHjaq6nYfVjg;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;n0D4Ahk8xEB5RhxYjsYMLQ;10;21;0;0;1;0.0;2.46;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;01/11/2019 16:18;0;S-2hiJqyruaAv4o-bCXTrA;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;fVJNYHX8pqVvWgduU6rPgw;2;0;0;0;1;0.0;3.0;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;22/12/2018 03:27;0;dVU_5glv2TPKyqx_OTqoQw;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BarKpDUPYc1G-T04KpMLoQ;9;1;0;0;1;0.0;4.6;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;07/08/2017 05:49;0;fQfHZGt5l5aWz0CBEm5PMg;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;zHbu-zBBvTrel1lwE0lIug;10;1;1;0;1;0.0;1.7;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;26/05/2018 16:25;0;zH9T-09isAoyhLTUr89JtA;5.0;0;0;1;0;1;0;0;0;3;0;0;0;0;2;GM3HVlVzSsChGVykJviwxQ;120;67;8;20;54;3.0;4.0;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;25/03/2015 01:58;0;OjT8MqyX6gTFptf5Oszlug;1.0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;L3bYGEbUZMPwcx_r_RTd1g;22;16;2;3;3;0.0;3.16;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;12/01/2016 09:30;0;BjiAB_4nNXIDCKfPmOJTOw;1.0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3ldiE_X7-x8H8RnUMz6NAQ;39;30;9;9;1;0.0;3.2;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;29/04/2016 18:59;0;KFN9KLgKXomDm6NBTbeTMQ;4.0;0;0;0;0;0;0;0;0;8;3;3;0;3;1;t30CUNlBYXDH7FGD8YidSg;50;47;13;10;43;0.0;3.66;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;22/09/2013 21:53;0;46x6puspzn0Z1zJl_Fx_Wg;1.0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;95emmMmoy4a7LiVv8Tc6kA;36;20;11;5;1;0.0;2.36;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
z38AL1If2XDQhxh3Ioan3A;0;06/01/2018 20:23;0;WNusSQ3wWoVtxYA0kAuEDA;2.0;1;1;0;0;0;0;0;0;0;0;0;0;1;3;V94jCAGjnxX2zE2MYzcIug;62;42;5;9;8;3.0;4.08;Taco Bell;Food, Restaurants, Fast Food, Tex-Mex, Tacos, Mexican;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;08/08/2019 01:15;0;bQdr1_WJznGFCr-5Bnj42w;5.0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;H04eJxZC4gTX_zfdwqtzwQ;56;41;23;26;4;0.0;4.0;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;11/08/2019 00:04;0;NGqQFKude6m6pRXCy4Fx5w;5.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;R1Bphl5-VhPF8dSg1h0clw;10;47;2;2;6;0.0;3.7;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;23/04/2018 23:04;0;sNGcgIJHX2Dv3yOhiqY9ow;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Xga2KDIy2wfkdh8led3WPA;21;19;11;12;116;0.0;3.62;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;23/07/2018 18:32;0;kSAIz9r1ArYh0RaCPLdmCA;2.0;0;0;0;0;0;1;0;0;2;0;1;0;0;3;ZirqQS2JYR4mXz-b3L29kQ;30;44;14;11;4;0.0;2.89;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;1;16/04/2016 22:56;1;zObLQvCQtUoybT-0rB5HTw;5.0;1;3;0;0;0;0;0;0;3;3;10;0;0;8;Gza7-rU8MWvTrXItjJF8tQ;118;146;43;49;298;0.0;4.11;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;27/04/2019 20:57;0;qbhPBCsj89TXsqdtWaOqcg;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ugT2E5jmKnD1sGzSPnRtFw;11;2;0;0;160;0.0;1.64;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;02/06/2013 20:30;0;qh74TNPj9BN1VyLj4JFX_A;3.0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;H3OTaXs8-sMCoNQ9TqtT4w;9;7;1;0;1;0.0;3.22;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;1;22/07/2014 19:12;3;b6VdbdFv5MBpNVc1e8hgLg;1.0;9;13;4;0;4;6;0;0;2;0;12;0;0;16;lEs_JrCYqYwChYUZPEBkxQ;10;86;37;51;120;0.0;3.0;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;23/08/2012 16:38;0;ywg7c7ZFMh0Y6c3gPZ1TbQ;2.0;1;1;1;0;1;1;0;0;4;0;0;0;1;1;8nCmV4RMwf4GpaN-A_2Tfw;69;54;4;5;4;0.0;3.47;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;1;18/02/2015 20:14;1;RXnOMrnLFcZCVp6XRFpMFg;1.0;3;5;0;0;0;1;0;1;0;0;1;0;0;2;RJ4y15HA9ZlZsarI026jcw;18;37;13;19;61;0.0;4.04;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;24/02/2013 21:48;0;sVQoJ87gz6OZRsEvj24XCg;4.0;1;1;0;0;0;4;0;2;9;0;2;0;0;0;DOTzP2qNughplMwJeoPdwg;43;31;6;7;16;0.0;3.72;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;25/10/2012 23:02;0;Rirq_MeCbOGsntPipHDkmw;1.0;1;1;0;0;0;0;0;0;0;1;3;0;1;1;UM9xzIe_QXtDRTnTHFyb3w;45;57;11;16;11;0.0;2.98;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;23/10/2016 06:29;0;yO16UO-iI2KcUuOD_iF7_w;4.0;1;1;2711;4;2711;885;8;78;376;1340;3040;78;251;441;PcvbBOCOcs6_suRDH7TSTg;2005;39447;20555;37880;2039;6.0;4.18;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;28/02/2019 23:13;0;nS48YMSTKppB2gbvNBPdNQ;1.0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;pTZTiRJAU6gQriQXWBNyyA;2;2;0;0;1;0.0;3.0;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;23/03/2013 17:36;0;dcvk3BAygMbAyXJPTRGhfg;1.0;1;1;65;1;65;14;0;6;23;2;66;4;8;9;XylT12exfdLiI_3uDLVIpw;357;576;230;302;776;0.0;4.06;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;19/06/2017 21:09;1;rnf07_LzkV3n4Fz6R2O4zA;2.0;1;2;79;2;79;46;0;2;37;62;55;2;59;71;Sxkag2soHkimplexM7eOBA;124;1093;450;1028;1258;3.0;4.72;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;1;21/06/2017 00:00;2;mCeRVrV0xYYE2WLKsvwPUw;2.0;2;5;79;2;79;46;0;2;37;62;55;2;59;71;Sxkag2soHkimplexM7eOBA;124;1093;450;1028;1258;3.0;4.72;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;1;06/06/2017 01:07;0;8r4cOOS30eV-8YZbGmqYKg;5.0;1;2;79;2;79;46;0;2;37;62;55;2;59;71;Sxkag2soHkimplexM7eOBA;124;1093;450;1028;1258;3.0;4.72;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;24/03/2017 06:59;0;xQ1N2ok5WsGxwSIp4-mJZw;2.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;gcd_oQn3RY1Zht71dUONCA;28;29;9;13;4;0.0;3.81;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;19/11/2019 13:30;0;tVeWd-GMOoUoWjc40atfZA;1.0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;wOG2jC_nQ98FawqcgkIQcg;26;19;2;4;1;0.0;3.89;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;04/05/2014 20:11;0;hvneFSAjnOas1mZnEsRo5Q;5.0;0;0;3;0;3;1;0;0;3;0;4;0;0;6;xlkjaJUu2fVojeaaVgQPOw;154;136;44;55;234;0.0;4.39;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;23/04/2015 22:52;0;c6dIcs-awUNMkkacAdD-Jg;1.0;0;0;3;0;3;0;0;0;1;0;0;0;0;4;9KkNCUgrB4iQfs68xEHmtA;57;22;8;15;80;0.0;4.06;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;11/08/2019 00:05;0;EmdHztkPsh9xql-cDqliKw;5.0;1;1;0;0;0;0;0;0;2;0;7;0;1;2;qlRP7iVMJZcWdo-q5GWh6g;35;58;7;9;3;0.0;3.02;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;2;17/02/2013 01:57;2;71DFEbL_DPSBgZulgmaCeg;4.0;4;8;235;13;235;169;2;9;63;22;229;8;68;51;KQMzfaaI9jfo68S4CsCifA;388;1478;731;912;1012;0.5;3.95;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;08/11/2018 02:45;0;ytePjvYaDHgfJ8JzWundYg;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61GaaWoelEmWQW36tDn_bA;3;1;0;0;308;0.0;3.67;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;25/04/2018 22:14;0;F1yg_Xbk3pxQus3wiL8HRQ;5.0;1;1;0;0;0;0;0;1;2;0;0;0;0;2;I-uSeBNZYnLrjZDOIIsLOg;107;40;18;21;45;0.0;4.53;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;01/08/2018 04:18;0;2SeWiL3khkLIXgIu2BvnGg;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A4sayYUB3K_VncgisN-s4g;3;2;0;0;1;0.0;3.75;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;04/10/2019 23:44;0;QyBjqBujb81De7FGUU_XHw;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;qZX74w47NPqS2hTqAjCF6g;5;1;1;0;1;0.0;1.29;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
gw_FwWL0zv-HLxQvnDI3Vg;0;05/03/2018 08:14;0;TDEslCVA5zqPZcrMAyX4EQ;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6fVP8eDbnC49Kx_z3rnwfA;1;0;0;0;1;0.0;1.0;Taco Bell;Fast Food, Restaurants, Tex-Mex, Mexican, Tacos;Surprise
